id,name,host_id,host_name,host_since,host_location,host_response_rate,host_acceptance_rate,host_is_superhost,host_total_listings_count,host_identity_verified,neighbourhood_cleansed,room_type,accommodates,beds,price,availability_365,number_of_reviews,review_scores_rating
9.20E+17,Rental unit in Greater London · ★4.41 · 1 bedroom · 1 bed · 1 bath,513885004,Cem,09-05-2023,"London, United Kingdom",100%,100%,0,3,1,Camden,Entire home/apt,2,1,$125.00,347,22,4.41
8.01E+17,Home in Greater London · 1 bedroom · 1 bed · 2 shared baths,428550392,Jonathan,22-10-2021,,N/A,100%,0,4,0,Barking and Dagenham,Private room,2,1,$54.00,0,1,4
9.21E+17,Home in Greater London · 3 bedrooms · 3 beds · 3 baths,4981820,Emlyn,05-02-2013,"London, United Kingdom",100%,100%,0,2,1,Lewisham,Entire home/apt,5,3,$300.00,364,0,
8.01E+17,Condo in Greater London · ★4.50 · 2 bedrooms · 2 beds · 1 bath,12920740,Ralf,08-03-2014,"England, United Kingdom",100%,94%,0,2,1,Hackney,Entire home/apt,3,2,$123.00,0,6,4.5
8.02E+17,Rental unit in Greater London · 1 bedroom · 1 bed · 1 private bath,495482661,Amgad,11-01-2023,,100%,98%,0,11,1,Islington,Private room,2,1,$168.00,253,0,
9.21E+17,Rental unit in Greater London · 2 bedrooms · 2 beds · 1 bath,61943637,Aisha,07-03-2016,"London, United Kingdom",100%,90%,0,2,1,Hackney,Entire home/apt,4,2,$200.00,92,0,
9.21E+17,Rental unit in Greater London · ★5.0 · 1 bedroom · 1 bed · 1.5 baths,521887744,Andre,25-06-2023,,100%,88%,1,1,1,Ealing,Private room,2,1,$63.00,339,14,5
9.22E+17,Rental unit in Greater London · 2 bedrooms · 3 beds · 2 baths,165675868,Venus,03-01-2018,"London, United Kingdom",94%,94%,0,88,1,Kensington and Chelsea,Entire home/apt,4,3,$600.00,269,0,
8.02E+17,Home in Greater London · 1 bedroom · 2 beds · 1 bath,30009436,Selam,25-03-2015,"London, United Kingdom",100%,90%,0,58,1,Enfield,Entire home/apt,4,2,$164.00,88,0,
8.06E+17,Rental unit in Greater London · 5 bedrooms · 7 beds · 5 baths,33889201,Veeve,21-05-2015,"London, United Kingdom",100%,98%,0,793,1,Kensington and Chelsea,Entire home/apt,8,7,"$3,001.00",363,0,
8.06E+17,Rental unit in Greater London · 2 bedrooms · 2 beds · 2 baths,42653212,Nell Gwynn,27-08-2015,"London, United Kingdom",96%,88%,0,55,1,Kensington and Chelsea,Entire home/apt,6,2,$372.00,212,1,4
8.06E+17,Rental unit in Greater London · ★4.17 · 1 bedroom · 2 beds · 2 shared baths,1995390,Syed,23-03-2012,"London, United Kingdom",100%,100%,0,104,1,Sutton,Private room,3,2,$56.00,37,6,4.17
8.06E+17,Home in Greater London · ★4.93 · 1 bedroom · 1 bed · 1 shared bath,478664452,Sara,08-09-2022,,100%,95%,0,3,1,Southwark,Private room,1,1,$55.00,0,14,4.93
9.23E+17,Rental unit in Greater London · 1 bedroom · 1 bed · 1 bath,76878696,Funmi,10-06-2016,"London, United Kingdom",83%,100%,0,4,1,Richmond upon Thames,Entire home/apt,1,1,$194.00,82,0,
8.06E+17,Home in Greater London · 1 bedroom · 1 bed · 1.5 shared baths,5281536,Guesthouses Rooms,01-03-2013,"London, United Kingdom",100%,99%,0,118,1,Tower Hamlets,Private room,2,1,$62.00,147,1,5
9.23E+17,Rental unit in Greater London · ★4.20 · 1 bedroom · 1 bed · 2 baths,486229893,Nasir,03-11-2022,"London, United Kingdom",100%,100%,0,15,1,Tower Hamlets,Private room,2,1,$54.00,253,5,4.2
9.23E+17,Rental unit in Greater London · 1 bedroom · 1 bed · 1 private bath,522292269,Stefania,27-06-2023,"London, United Kingdom",90%,50%,0,1,1,Wandsworth,Private room,2,1,$80.00,167,1,5
8.07E+17,Home in Greater London · 1 bedroom · 2 beds · 1.5 shared baths,496421002,Othman,16-01-2023,,70%,77%,0,5,1,Tower Hamlets,Private room,3,2,$64.00,348,1,5
9.25E+17,Rental unit in Greater London · 1 bedroom · 1 bed · 2 baths,42651744,Tinnei,27-08-2015,"London, United Kingdom",80%,58%,0,1,1,Hackney,Private room,1,1,$46.00,74,2,5
9.25E+17,Rental unit in Greater London · 1 bedroom · 1 bed · 1 bath,518958991,Wahida,08-06-2023,,100%,100%,0,1,1,Barnet,Private room,1,1,$51.00,89,0,
8.08E+17,Rental unit in Greater London · Studio · 1 bed · 1 bath,258154594,Atanas,26-04-2019,"London, United Kingdom",0%,88%,0,3332,1,Wandsworth,Entire home/apt,2,1,"$1,000.00",0,0,
8.08E+17,Rental unit in Greater London · ★4.36 · 2 bedrooms · 2 beds · 1.5 baths,4086714,Julia,07-11-2012,"London, United Kingdom",100%,99%,0,37,1,Barnet,Entire home/apt,4,2,$93.00,175,14,4.36
8.09E+17,Guesthouse in Greater London · 1 bedroom · 1 bed · 1.5 baths,496704784,Robert,18-01-2023,,N/A,0%,0,1,0,Merton,Entire home/apt,2,1,$102.00,312,0,
9.25E+17,Rental unit in Greater London · 1 bedroom · 1 bed · 1 private bath,109452235,Ivan Tsz Kit,02-01-2017,"London, United Kingdom",N/A,31%,0,1,1,Greenwich,Private room,2,1,$51.00,0,2,1
8.09E+17,Bed and breakfast in Greater London · 1 bedroom · 1 bed · 1 shared bath,107558301,Anabel,17-12-2016,"London, United Kingdom",100%,90%,0,3,0,Brent,Private room,2,1,$92.00,0,2,5
9.25E+17,"Rental unit in Hendon,London · ★5.0 · 1 bedroom · 1 bed · 1 bath",476957500,Steven,27-08-2022,"London, United Kingdom",100%,97%,1,9,1,Barnet,Entire home/apt,2,1,$93.00,336,6,5
9.27E+17,Home in Greater London · ★4.92 · 1 bedroom · 2 beds · 2 shared baths,521776723,Ilham,24-06-2023,"London, United Kingdom",100%,100%,1,8,1,Haringey,Private room,3,2,$51.00,53,39,4.92
8.09E+17,Rental unit in Greater London · 2 bedrooms · 2 beds · 1 bath,269554870,Phil,18-06-2019,"England, United Kingdom",100%,100%,0,6,1,Lambeth,Entire home/apt,5,2,$150.00,35,1,5
9.28E+17,Home in Greater London · 1 bedroom · 1 bed · Half-bath,520859029,Chinonso,19-06-2023,"London, United Kingdom",100%,100%,0,4,1,Enfield,Private room,1,1,$41.00,89,0,
8.09E+17,Rental unit in Greater London · ★5.0 · 1 bedroom · 2 beds · 1 bath,55079363,Catherine,18-01-2016,"London, United Kingdom",N/A,75%,0,1,1,Tower Hamlets,Entire home/apt,2,2,$78.00,0,4,5
9.29E+17,Rental unit in Greater London · 1 bedroom · 1 bed · 1 bath,513739176,Matheus,08-05-2023,"London, United Kingdom",90%,20%,0,2,1,Wandsworth,Private room,2,1,$55.00,181,0,
8.10E+17,Condo in Greater London · ★5.0 · 2 bedrooms · 2 beds · 1.5 baths,54605634,Kasper,14-01-2016,"London, United Kingdom",100%,38%,0,3,1,Lambeth,Entire home/apt,4,2,$140.00,321,6,5
9.30E+17,Condo in Greater London · ★New · 2 bedrooms · 3 beds · 1 bath,2810758,Roberta,02-07-2012,"London, United Kingdom",80%,76%,1,4,1,Hackney,Entire home/apt,6,3,$162.00,152,0,
8.10E+17,Rental unit in Greater London · ★4.86 · 1 bedroom · 1 bed · 1 bath,5176770,Tsvetina,21-02-2013,"London, United Kingdom",100%,83%,0,1,1,Hackney,Entire home/apt,2,1,$97.00,10,7,4.86
8.10E+17,Home in Greater London · ★4.0 · 1 bedroom · 1 bed · 1.5 shared baths,5281536,Guesthouses Rooms,01-03-2013,"London, United Kingdom",100%,99%,0,118,1,Tower Hamlets,Private room,2,1,$66.00,160,8,4
8.10E+17,Home in Greater London · 1 bedroom · 1 bed · 1 private bath,23910601,James,18-11-2014,"London, United Kingdom",91%,68%,1,9,1,Lambeth,Private room,1,1,$135.00,355,1,5
8.11E+17,Boutique hotel in Greater London · 1 bedroom · 1 bed · 1 bath,224866971,Sonder (London),08-11-2018,"London, United Kingdom",99%,98%,0,390,0,Kensington and Chelsea,Private room,2,1,$241.00,327,2,5
8.11E+17,Home in Greater London · ★4.94 · 1 bedroom · 1 bed · 1 shared bath,482354242,Rossella,05-10-2022,,100%,100%,0,4,1,Lewisham,Private room,1,1,$34.00,100,16,4.94
9.30E+17,Rental unit in Greater London · 1 bedroom · 1 bed · 1.5 shared baths,426172398,Superb,06-10-2021,"London, United Kingdom",100%,91%,0,3,1,Southwark,Private room,2,1,$71.00,351,1,3
9.30E+17,Rental unit in Greater London · 3 bedrooms · 3 beds · 3 baths,33889201,Veeve,21-05-2015,"London, United Kingdom",100%,98%,0,793,1,Merton,Entire home/apt,6,3,$428.00,355,0,
8.12E+17,Home in Greater London · ★4.75 · 3 bedrooms · 3 beds · 1 bath,489083822,Alex,25-11-2022,,N/A,88%,0,1,1,Lambeth,Entire home/apt,6,3,$150.00,0,4,4.75
9.30E+17,Rental unit in Greater London · ★4.07 · 2 bedrooms · 2 beds · 1 bath,512011801,Roxana,27-04-2023,"Islington, United Kingdom",100%,98%,0,8,1,Haringey,Entire home/apt,4,2,$96.00,75,15,4.07
9.30E+17,Rental unit in Greater London · 1 bedroom · 1 bed · 1 bath,524279012,Heather,07-07-2023,"Royal Borough of Kensington and Chelsea, United Kingdom",13%,0%,0,1,1,Kensington and Chelsea,Private room,2,1,$120.00,365,0,
8.12E+17,Condo in Greater London · ★4.91 · 1 bedroom · 1 bed · 1 bath,22202401,Sarah,06-10-2014,"London, United Kingdom",N/A,100%,1,1,1,Camden,Entire home/apt,2,1,$245.00,240,11,4.91
8.12E+17,Rental unit in Greater London · 2 bedrooms · 2 beds · 2 baths,51486257,Segun,16-12-2015,,100%,88%,0,11,1,Greenwich,Entire home/apt,5,2,$149.00,359,0,
9.30E+17,Rental unit in Greater London · 2 bedrooms · 2 beds · 2 baths,4320078,Jack,04-12-2012,,N/A,N/A,0,1,1,Westminster,Entire home/apt,4,2,,364,0,
9.30E+17,Rental unit in Greater London · 1 bedroom · 1 bed · 1 bath,477187787,Hani,29-08-2022,,100%,79%,0,22,1,Ealing,Entire home/apt,3,1,$109.00,343,2,4.5
8.12E+17,Rental unit in Greater London · ★4.62 · 1 bedroom · 4 beds · 1 bath,494256171,Bryan Ugor,04-01-2023,,98%,98%,0,26,1,Islington,Entire home/apt,5,4,$149.00,353,13,4.62
9.31E+17,Rental unit in Greater London · ★4.83 · 2 bedrooms · 3 beds · 1 bath,24606615,Dani,08-12-2014,"London, United Kingdom",100%,100%,0,11,1,Westminster,Entire home/apt,5,3,$174.00,3,12,4.83
8.13E+17,Rental unit in Greater London · ★5.0 · 1 bedroom · 2 beds · 1 bath,31061186,Olly,12-04-2015,"London, United Kingdom",N/A,N/A,0,2,1,Camden,Entire home/apt,4,2,$350.00,302,20,5
8.15E+17,Home in Greater London · 5 bedrooms · 7 beds · 4 baths,310835509,Travelnest,20-11-2019,,98%,100%,0,5280,1,Lambeth,Entire home/apt,14,7,"$10,000.00",364,0,
9.31E+17,Rental unit in Greater London · ★4.50 · 1 bedroom · 1 bed · 1 bath,81827675,Ayoob,05-07-2016,"London, United Kingdom",90%,87%,1,22,1,Westminster,Entire home/apt,1,1,$100.00,237,10,4.5
8.15E+17,Home in Greater London · ★4.86 · 1 bedroom · 1 bed · 1 shared bath,498519034,Sheila,29-01-2023,,100%,93%,1,1,1,Croydon,Private room,1,1,$39.00,315,50,4.86
9.32E+17,Serviced apartment in Greater London · ★4.25 · 1 bedroom · 1 bed · 1 bath,519119295,Ras,09-06-2023,,100%,91%,0,2,1,Tower Hamlets,Entire home/apt,2,1,$168.00,348,4,4.25
8.16E+17,Rental unit in Greater London · ★4.95 · Studio · 2 beds · 2 baths,16965290,Shane,18-06-2014,"England, United Kingdom",100%,100%,0,78,1,Islington,Entire home/apt,4,2,$185.00,0,20,4.95
8.16E+17,Home in Greater London · 1 bedroom · 3 beds · 1 shared bath,129629609,Cristina,09-05-2017,"London, United Kingdom",70%,80%,0,9,1,Hillingdon,Shared room,5,3,$112.00,269,0,
9.33E+17,Rental unit in Greater London · 2 bedrooms · 2 beds · 1 bath,45546582,Niall,01-10-2015,"London, United Kingdom",100%,92%,1,2,1,Hammersmith and Fulham,Entire home/apt,4,2,$264.00,269,0,
8.16E+17,Rental unit in Greater London · ★4.79 · 2 bedrooms · 3 beds · 2 baths,170931419,Paulo,31-01-2018,"London, United Kingdom",100%,72%,1,1,1,Lambeth,Entire home/apt,5,3,$180.00,75,14,4.79
8.17E+17,Home in Greater London · ★4.67 · 4 bedrooms · 4 beds · 2 baths,27173361,Orlanda,03-02-2015,"London, United Kingdom",100%,60%,0,2,1,Hackney,Entire home/apt,8,4,$280.00,172,3,4.67
9.33E+17,Rental unit in Greater London · ★5.0 · 1 bedroom · 1 bed · 1 shared bath,258799346,Jai,29-04-2019,,100%,26%,0,1,1,Newham,Private room,1,1,$55.00,28,3,5
8.17E+17,Condo in Greater London · ★4.40 · 3 bedrooms · 3 beds · 1 bath,490950746,Suzana,10-12-2022,"London, United Kingdom",100%,100%,0,12,1,Lambeth,Entire home/apt,5,3,$136.00,162,20,4.4
8.17E+17,Rental unit in Greater London · ★3.67 · 1 bedroom · 1 bed · 1 bath,490250450,Paradise,04-12-2022,,100%,99%,0,3,1,Brent,Entire home/apt,2,1,$70.00,313,9,3.67
9.33E+17,Home in Greater London · ★4.70 · 2 bedrooms · 3 beds · 1 bath,524882087,William,10-07-2023,"London, United Kingdom",100%,75%,0,1,1,Southwark,Entire home/apt,4,3,$175.00,10,10,4.7
8.17E+17,Home in Greater London · ★4.67 · 1 bedroom · 1 bed · 2.5 baths,130724612,Orban,17-05-2017,"England, United Kingdom",100%,46%,0,2,1,Tower Hamlets,Entire home/apt,2,1,$165.00,7,3,4.67
9.33E+17,Rental unit in Greater London · ★4.89 · 2 bedrooms · 3 beds · 3 baths,175922884,Timothy,28-02-2018,"London, United Kingdom",100%,100%,0,7,1,Lewisham,Entire home/apt,6,3,$143.00,179,9,4.89
9.33E+17,Rental unit in Greater London · 1 bedroom · 2 beds · 1 bath,523880633,M Wahidur,05-07-2023,,70%,13%,0,4,1,Tower Hamlets,Private room,2,2,$75.00,0,1,4
8.38E+17,Condo in Greater London · 2 bedrooms · 2 beds · 2 baths,54987,TheSquare,17-11-2009,"London, United Kingdom",100%,100%,0,89,1,Tower Hamlets,Entire home/apt,5,2,$350.00,20,0,
8.41E+17,Home in Greater London · 1 bedroom · 1 bed · 1 shared bath,25540437,Chloe,03-01-2015,,N/A,N/A,0,1,1,Newham,Private room,1,1,$25.00,0,0,
9.33E+17,Home in Greater London · ★4.57 · 1 bedroom · 1 bed · 1 bath,445665455,Elizabeth,18-02-2022,,80%,85%,0,1,1,Westminster,Private room,2,1,$111.00,68,7,4.57
8.44E+17,Rental unit in Greater London · ★4.29 · 3 bedrooms · 4 beds · 1 bath,21296134,Lucka,13-09-2014,"London, United Kingdom",100%,85%,0,14,1,Westminster,Entire home/apt,7,4,$133.00,16,14,4.29
9.35E+17,Rental unit in Greater London · 3 bedrooms · 3 beds · 3 baths,187338457,Lynn,01-05-2018,"London, United Kingdom",100%,100%,1,8,1,Westminster,Entire home/apt,6,3,$865.00,334,2,5
8.44E+17,Rental unit in Greater London · ★5.0 · 3 bedrooms · 3 beds · 2 baths,66966958,Olivia,12-04-2016,"Lewes, United Kingdom",100%,88%,1,2,1,Camden,Entire home/apt,5,3,$836.00,313,17,5
9.35E+17,Home in Greater London · ★5.0 · 2 bedrooms · 2 beds · 1 bath,81405846,Ricardo,03-07-2016,"Oakley, United Kingdom",100%,93%,1,2,1,Brent,Entire home/apt,4,2,$130.00,35,20,5
8.50E+17,Home in Greater London · ★5.0 · 2 bedrooms · 2 beds · 2 baths,11645291,Christopher,26-01-2014,"London, United Kingdom",100%,47%,0,1,1,Southwark,Entire home/apt,4,2,$120.00,39,6,5
9.35E+17,Rental unit in Greater London · ★4.88 · 2 bedrooms · 2 beds · 1 bath,1348667,Tom,29-10-2011,"London, United Kingdom",100%,100%,1,5,1,Islington,Entire home/apt,4,2,$177.00,130,17,4.88
8.50E+17,Home in Greater London · 2 bedrooms · 2 beds · 1 shared bath,216237297,Gary Solomon S,19-09-2018,"London, United Kingdom",14%,17%,0,2,1,Newham,Private room,2,2,,364,0,
9.36E+17,Home in Greater London · ★5.0 · 2 bedrooms · 2 beds · 1 bath,525820295,Gabriel,15-07-2023,,100%,100%,0,1,1,Brent,Entire home/apt,3,2,$100.00,93,4,5
9.38E+17,Bed and breakfast in Greater London · ★5.0 · 1 bedroom · 1 bed · 1 shared bath,3399875,Zalia,28-08-2012,"London, United Kingdom",100%,73%,0,4,1,Westminster,Private room,2,1,$56.00,0,16,5
8.50E+17,Home in London · ★5.0 · 5 bedrooms · 4 beds · 2.5 baths,24233224,Danielle,27-11-2014,"England, United Kingdom",90%,36%,0,1,1,Redbridge,Entire home/apt,12,4,$500.00,137,3,5
9.38E+17,Rental unit in Greater London · ★5.0 · 1 bedroom · 1 bed · 1.5 shared baths,60153942,Liang,24-02-2016,"London, United Kingdom",100%,50%,0,1,1,Newham,Shared room,2,1,$70.00,84,3,5
9.38E+17,Rental unit in Greater London · 3 bedrooms · 3 beds · 1 bath,464533787,Sami,16-06-2022,,77%,80%,0,12,1,Camden,Entire home/apt,5,3,$336.00,74,2,4.5
8.52E+17,Home in Greater London · 1 bedroom · 1 bed · 2 shared baths,415321702,Sulaimaan,26-07-2021,,21%,96%,0,26,1,Newham,Private room,2,1,$58.00,348,2,2.5
9.38E+17,Rental unit in Greater London · 1 bedroom · 1 bed · 1 bath,526493841,Nacho,18-07-2023,,0%,33%,0,3,1,Hackney,Private room,1,1,$40.00,15,0,
8.52E+17,Bed and breakfast in Greater London · 1 bedroom · 1 bed · 1 private bath,91948174,Leticia,26-08-2016,,N/A,N/A,0,2,1,Bromley,Private room,2,1,$85.00,358,0,
9.39E+17,Hotel in Greater London · 1 bedroom · 1 bed · 1 bath,525237106,Murat,12-07-2023,,100%,9%,0,155,1,Westminster,Private room,4,1,"$1,893.00",267,0,
8.54E+17,Rental unit in Greater London · ★4.82 · 1 bedroom · 1 bed · 1.5 shared baths,143270688,John,30-07-2017,"England, United Kingdom",100%,100%,0,11,1,Lambeth,Private room,2,1,$64.00,81,11,4.82
9.40E+17,Rental unit in Greater London · ★3.83 · 2 bedrooms · 2 beds · 2 baths,526830357,GuestReady,20-07-2023,,100%,100%,0,1,1,Kensington and Chelsea,Entire home/apt,4,2,$200.00,311,6,3.83
8.54E+17,Home in Greater London · 4 bedrooms · 5 beds · 3.5 baths,2016399,Charlotte,27-03-2012,"London, United Kingdom",N/A,50%,0,3,1,Lambeth,Entire home/apt,7,5,$443.00,353,1,5
9.40E+17,Home in Greater London · ★4.56 · 3 bedrooms · 4 beds · 1 bath,48975847,S&D,13-11-2015,"London, United Kingdom",98%,100%,0,63,1,Westminster,Entire home/apt,8,4,$360.00,68,9,4.56
9.42E+17,Rental unit in Greater London · ★5.0 · 1 bedroom · 2 beds · 1 bath,168484005,Jorge,18-01-2018,"Uppsala, Sweden",60%,88%,0,1,1,Wandsworth,Entire home/apt,4,2,$210.00,0,10,5
9.43E+17,Rental unit in Greater London · 1 bedroom · 2 beds · 1 bath,406533543,Ed,11-06-2021,,N/A,N/A,0,1,1,Brent,Entire home/apt,4,2,$190.00,69,0,
8.54E+17,Rental unit in Greater London · 1 bedroom · 2 beds · 1.5 baths,357986465,Jesamine,23-07-2020,"London, United Kingdom",N/A,67%,0,1,0,Merton,Entire home/apt,4,2,$100.00,0,2,5
9.43E+17,Home in Greater London · 1 bedroom · 1 bed · 2 shared baths,526213006,Ahmed,17-07-2023,"London, United Kingdom",100%,100%,1,56,1,Westminster,Private room,1,1,$46.00,0,0,4
9.43E+17,Hotel in Greater London · 1 bedroom · 2 beds · 1 private bath,501194885,Cassandra,15-02-2023,,100%,100%,0,7,1,Camden,Private room,3,2,$267.00,339,1,4
9.45E+17,Rental unit in Greater London · 2 bedrooms · 2 beds · 2 baths,254057394,India,08-04-2019,,99%,88%,0,111,1,Westminster,Entire home/apt,4,2,$400.00,18,2,5
8.55E+17,Rental unit in Greater London · ★4.74 · 1 bedroom · 2 beds · 1 bath,420241059,Kinga,26-08-2021,,100%,100%,0,11,1,Tower Hamlets,Entire home/apt,4,2,$134.00,0,33,4.74
8.55E+17,Condo in Greater London · 3 bedrooms · 3 beds · 1 bath,500563508,Stacey,11-02-2023,"London, United Kingdom",43%,89%,0,10,1,Kingston upon Thames,Entire home/apt,5,3,$150.00,365,0,
9.45E+17,Rental unit in Greater London · 1 bedroom · 1 bed · 1 bath,176500364,Imran,04-03-2018,,N/A,N/A,0,2,1,Croydon,Private room,2,1,,364,0,
9.45E+17,Rental unit in Greater London · ★4.0 · 1 bedroom · 1 bed · 2 baths,526945188,M,20-07-2023,,100%,100%,0,23,1,Tower Hamlets,Private room,2,1,$59.00,143,6,4
9.45E+17,Rental unit in Greater London · ★4.82 · 1 bedroom · 4 beds · 1 bath,480355395,F,20-09-2022,,100%,100%,0,1,1,Tower Hamlets,Entire home/apt,4,4,$144.00,0,10,4.82
8.55E+17,Rental unit in Greater London · 1 bedroom · 1 bed · 1.5 baths,242757086,Hamish,12-02-2019,"London, United Kingdom",N/A,N/A,0,5,1,Croydon,Entire home/apt,2,1,$236.00,90,0,
9.45E+17,Rental unit in Greater London · ★4.50 · 1 bedroom · 1 bed · 1 bath,443083912,Steven,01-02-2022,"London, United Kingdom",100%,44%,0,48,1,Islington,Entire home/apt,2,1,$84.00,319,4,4.5
9.46E+17,Rental unit in Greater London · 3 bedrooms · 5 beds · 2 baths,162541225,Tope,13-12-2017,,100%,95%,1,32,1,Barnet,Entire home/apt,7,5,$202.00,246,0,
8.55E+17,Hotel in Greater London · 1 bedroom · 1 bed · 1 private bath,374292839,Croft Court,03-11-2020,,50%,100%,0,7,1,Barnet,Private room,2,1,$161.00,360,2,5
8.57E+17,Rental unit in Greater London · 1 bedroom · 1 bed · 1 bath,245940149,Laura,28-02-2019,"England, United Kingdom",100%,100%,0,9,1,Tower Hamlets,Entire home/apt,2,1,$134.00,314,0,
9.46E+17,Home in Greater London · 1 bedroom · 1 bed · 1.5 baths,15440933,William,12-05-2014,"London, United Kingdom",50%,63%,0,3,1,Hackney,Private room,2,1,$46.00,126,1,5
9.46E+17,Home in Greater London · ★New · 5 bedrooms · 7 beds · 2 baths,121937688,Jean,21-03-2017,"London, United Kingdom",N/A,N/A,0,2,1,Newham,Entire home/apt,10,7,$250.00,270,0,
9.49E+17,Rental unit in Greater London · ★4.79 · 1 bedroom · 1 bed · 1 bath,528671337,Puja,29-07-2023,"London, United Kingdom",100%,100%,1,5,1,Tower Hamlets,Entire home/apt,2,1,$105.00,266,14,4.79
8.58E+17,Rental unit in Greater London · ★4.75 · 3 bedrooms · 5 beds · 2 baths,486730857,James,07-11-2022,,99%,85%,0,102,1,Westminster,Entire home/apt,10,5,$342.00,17,8,4.75
8.58E+17,Rental unit in Greater London · ★5.0 · 4 bedrooms · 4 beds · 4.5 baths,388932103,George,17-02-2021,,100%,98%,1,9,1,Westminster,Entire home/apt,8,4,"$1,318.00",336,5,5
9.50E+17,Home in Greater London · 1 bedroom · 1 bed · Shared half-bath,14343619,Perri,16-04-2014,"London, United Kingdom",100%,100%,0,1,1,Barking and Dagenham,Private room,2,1,$60.00,268,0,
9.51E+17,Rental unit in Greater London · 1 bedroom · 2 beds · 1 bath,257033742,Aziz,20-04-2019,"London, United Kingdom",100%,99%,0,29,1,Tower Hamlets,Entire home/apt,2,2,$150.00,263,1,4
9.52E+17,Guesthouse in Greater London · ★4.75 · 1 bedroom · 1 bed · 1 bath,447207745,Golden Homes Residencies,28-02-2022,"London, United Kingdom",100%,89%,0,32,1,Hounslow,Private room,2,1,$60.00,90,4,4.75
9.52E+17,Townhouse in Greater London · 1 bedroom · 2 beds · 1 shared bath,48975847,S&D,13-11-2015,"London, United Kingdom",98%,100%,0,63,1,Westminster,Private room,3,2,$95.00,3,2,5
